title,link,reviewer,stars,gm,year,sentiment_sentiment_neg,sentiment_sentiment_neu,sentiment_sentiment_pos,sentiment_sentiment_compound,review_length
Le Boucher,https://www.rogerebert.com/reviews/great-movie-le-boucher--the-butcher-2003,Roger Ebert,4.0,True,2003,0.141,0.765,0.094,-0.9982,8532
Tokyo Story,https://www.rogerebert.com/reviews/great-movie-tokyo-story-1953,Roger Ebert,4.0,True,1953,0.081,0.777,0.141,0.9989,8940
Alien,https://www.rogerebert.com/reviews/great-movie-alien-1979,Roger Ebert,4.0,True,1979,0.092,0.804,0.103,0.976,8952
The Treasure of the Sierra Madre,https://www.rogerebert.com/reviews/great-movie-the-treasure-of-the-sierra-madre-1948,Roger Ebert,4.0,True,1948,0.109,0.767,0.124,0.962,8080
Scarface,https://www.rogerebert.com/reviews/great-movie-scarface-1983,Roger Ebert,4.0,True,1983,0.113,0.769,0.118,0.6635,8870
The Leopard,https://www.rogerebert.com/reviews/great-movie-the-leopard-1963,Roger Ebert,4.0,True,1963,0.04,0.818,0.141,0.9995,8464
Santa Sangre,https://www.rogerebert.com/reviews/great-movie-santa-sangre-1989,Roger Ebert,4.0,True,1989,0.153,0.721,0.126,-0.9944,7765
The Adventures of Robin Hood,https://www.rogerebert.com/reviews/great-movie-the-adventures-of-robin-hood-1938,Roger Ebert,4.0,True,1938,0.071,0.757,0.171,0.9996,8978
"The Good, the Bad and the Ugly",https://www.rogerebert.com/reviews/great-movie-the-good-the-bad-and-the-ugly-1968,Roger Ebert,4.0,True,1968,0.091,0.8,0.109,0.9869,8933
Breathless,https://www.rogerebert.com/reviews/great-movie-breathless-1960,Roger Ebert,4.0,True,1960,0.094,0.81,0.097,0.5367,8972
A Year of the Quiet Sun,https://www.rogerebert.com/reviews/great-movie-a-year-of-the-quiet-sun-1984,Roger Ebert,4.0,True,1984,0.089,0.742,0.169,0.9993,7786
Moonstruck,https://www.rogerebert.com/reviews/great-movie-moonstruck-1987,Roger Ebert,4.0,True,1987,0.079,0.737,0.184,0.9996,7870
Mon Oncle,https://www.rogerebert.com/reviews/great-movie-mon-oncle-1958,Roger Ebert,4.0,True,1958,0.077,0.765,0.158,0.9993,8228
Bob le Flambeur,https://www.rogerebert.com/reviews/great-movie-bob-le-flambeur-1955,Roger Ebert,4.0,True,1955,0.063,0.806,0.131,0.9989,8083
A Sunday in the Country,https://www.rogerebert.com/reviews/great-movie-a-sunday-in-the-country-1984,Roger Ebert,4.0,True,1984,0.085,0.806,0.109,0.9902,7932
Raise the Red Lantern,https://www.rogerebert.com/reviews/great-movie-raise-the-red-lantern-1990,Roger Ebert,4.0,True,1990,0.075,0.825,0.1,0.9888,8052
The Birth of a Nation,https://www.rogerebert.com/reviews/great-movie-the-birth-of-a-nation-1915,Roger Ebert,4.0,True,1915,0.125,0.754,0.121,-0.9693,15146
Five Easy Pieces,https://www.rogerebert.com/reviews/great-movie-five-easy-pieces-1970,Roger Ebert,4.0,True,1970,0.08,0.766,0.153,0.9992,8421
One Flew Over the Cuckoo's Nest,https://www.rogerebert.com/reviews/great-movie-one-flew-over-the-cuckoos-nest-1975,Roger Ebert,4.0,True,1975,0.083,0.785,0.133,0.9982,8884
Solaris,https://www.rogerebert.com/reviews/great-movie-solaris-1972,Roger Ebert,4.0,True,1972,0.093,0.79,0.117,0.9923,8334
The Blue Kite,https://www.rogerebert.com/reviews/great-movie-the-blue-kite-1993,Roger Ebert,4.0,True,1993,0.106,0.77,0.124,0.9845,7821
The Thin Man,https://www.rogerebert.com/reviews/great-movie-the-thin-man-1934,Roger Ebert,4.0,True,1934,0.074,0.799,0.127,0.9982,8193
"Paris, Texas",https://www.rogerebert.com/reviews/great-movie-paris-texas-1984,Roger Ebert,4.0,True,1984,0.075,0.817,0.108,0.9973,8816
GoodFellas,https://www.rogerebert.com/reviews/great-movie-goodfellas-1991,Roger Ebert,4.0,True,1991,0.105,0.775,0.12,0.9774,8438
The Life and Death of Colonel Blimp,https://www.rogerebert.com/reviews/great-movie-the-life-and-death-of-colonel-blimp-1943,Roger Ebert,4.0,True,1943,0.113,0.759,0.128,0.9854,8358
Don't Look Now,https://www.rogerebert.com/reviews/great-movie-dont-look-now-1974,Roger Ebert,4.0,True,1974,0.142,0.76,0.098,-0.9976,7902
12 Angry Men,https://www.rogerebert.com/reviews/great-movie-12-angry-men-1957,Roger Ebert,4.0,True,1957,0.143,0.781,0.076,-0.9988,8061
The Wild Bunch,https://www.rogerebert.com/reviews/great-movie-the-wild-bunch-1969,Roger Ebert,4.0,True,1969,0.133,0.771,0.096,-0.9963,7915
Kind Hearts and Coronets,https://www.rogerebert.com/reviews/great-movie-kind-hearts-and-coronets-1949,Roger Ebert,4.0,True,1949,0.117,0.762,0.121,-0.7716,8217
Rififi,https://www.rogerebert.com/reviews/great-movie-rififi-1954,Roger Ebert,4.0,True,1954,0.119,0.757,0.124,0.7713,7704
Cries and Whispers,https://www.rogerebert.com/reviews/great-movie-cries-and-whispers-1972,Roger Ebert,4.0,True,1972,0.118,0.753,0.129,0.9038,7915
The Firemen's Ball,https://www.rogerebert.com/reviews/great-movie-the-firemens-ball-1968,Roger Ebert,4.0,True,1968,0.092,0.754,0.154,0.9989,8092
Unforgiven,https://www.rogerebert.com/reviews/great-movie-unforgiven-1992,Roger Ebert,4.0,True,1992,0.104,0.812,0.084,-0.9903,8288
Stroszek,https://www.rogerebert.com/reviews/great-movie-stroszek-1977,Roger Ebert,4.0,True,1977,0.107,0.802,0.091,-0.981,8020
The Hustler,https://www.rogerebert.com/reviews/great-movie-the-hustler-1961,Roger Ebert,4.0,True,1961,0.083,0.787,0.13,0.998,8288
In Cold Blood,https://www.rogerebert.com/reviews/great-movie-in-cold-blood-1967,Roger Ebert,4.0,True,1967,0.21,0.708,0.082,-0.9997,7631
Rashomon,https://www.rogerebert.com/reviews/great-movie-rashomon-1950,Roger Ebert,4.0,True,1950,0.092,0.782,0.126,0.9942,7814
Annie Hall,https://www.rogerebert.com/reviews/great-movie-annie-hall-1977,Roger Ebert,4.0,True,1977,0.075,0.774,0.151,0.9992,8355
JFK,https://www.rogerebert.com/reviews/great-movie-jfk-1991,Roger Ebert,4.0,True,1991,0.104,0.8,0.096,-0.8267,7732
Umberto D,https://www.rogerebert.com/reviews/great-movie-umberto-d-1952,Roger Ebert,4.0,True,1952,0.092,0.768,0.14,0.9984,7440
Amadeus,https://www.rogerebert.com/reviews/great-movie-amadeus-1984,Roger Ebert,4.0,True,1984,0.101,0.72,0.18,0.9992,7490
The Grapes of Wrath,https://www.rogerebert.com/reviews/great-movie-the-grapes-of-wrath-1940,Roger Ebert,4.0,True,1940,0.088,0.786,0.126,0.997,8268
Patton,https://www.rogerebert.com/reviews/great-movie-patton-1970,Roger Ebert,4.0,True,1970,0.112,0.773,0.114,0.341,8260
The Right Stuff,https://www.rogerebert.com/reviews/great-movie-the-right-stuff-1983,Roger Ebert,4.0,True,1983,0.067,0.84,0.093,0.9951,8876
The Fall of the House of Usher,https://www.rogerebert.com/reviews/great-movie-the-fall-of-the-house-of-usher-1928,Roger Ebert,4.0,True,1928,0.126,0.781,0.093,-0.9947,8184
Say Anything,https://www.rogerebert.com/reviews/great-movie-say-anything-1989,Roger Ebert,4.0,True,1989,0.06,0.736,0.204,0.9997,7286
King Kong,https://www.rogerebert.com/reviews/great-movie-king-kong-1933,Roger Ebert,4.0,True,1933,0.089,0.809,0.102,0.972,7842
Laura,https://www.rogerebert.com/reviews/great-movie-laura-1944,Roger Ebert,4.0,True,1944,0.126,0.743,0.131,0.7711,7893
Children of Paradise,https://www.rogerebert.com/reviews/great-movie-children-of-paradise-1945,Roger Ebert,4.0,True,1945,0.077,0.774,0.149,0.999,8104
My Neighbor Totoro,https://www.rogerebert.com/reviews/great-movie-my-neighbor-totoro-1993,Roger Ebert,4.0,True,1993,0.098,0.787,0.115,0.9817,7917
A Tale of Winter,https://www.rogerebert.com/reviews/great-movie-a-tale-of-winter-1992,Roger Ebert,4.0,True,1992,0.044,0.771,0.184,0.9997,7735
The Searchers,https://www.rogerebert.com/reviews/great-movie-the-searchers-1956,Roger Ebert,4.0,True,1956,0.129,0.748,0.123,-0.9606,8951
The Earrings of Madame de...,https://www.rogerebert.com/reviews/great-movie-the-earrings-of-madame-de-1953,Roger Ebert,4.0,True,1953,0.062,0.768,0.169,0.9996,7905
Bring Me the Head of Alfredo Garcia,https://www.rogerebert.com/reviews/great-movie-bring-me-the-head-of-alfredo-garcia-1974,Roger Ebert,4.0,True,1974,0.13,0.753,0.118,-0.966,8296
Snow White and the Seven Dwarfs,https://www.rogerebert.com/reviews/great-movie-snow-white-and-the-seven-dwarfs-1937,Roger Ebert,4.0,True,1937,0.075,0.827,0.098,0.9926,8661
Lawrence of Arabia,https://www.rogerebert.com/reviews/great-movie-lawrence-of-arabia-1962,Roger Ebert,4.0,True,1962,0.055,0.823,0.122,0.9988,8339
The Seven Samurai,https://www.rogerebert.com/reviews/great-movie-the-seven-samurai-1954,Roger Ebert,4.0,True,1954,0.129,0.767,0.105,-0.9831,8427
Juliet of the Spirits,https://www.rogerebert.com/reviews/great-movie-juliet-of-the-spirits-1965,Roger Ebert,4.0,True,1965,0.065,0.778,0.157,0.9994,8106
The Apartment,https://www.rogerebert.com/reviews/great-movie-the-apartment-1960,Roger Ebert,4.0,True,1960,0.072,0.799,0.128,0.9981,7770
Hoop Dreams,https://www.rogerebert.com/reviews/great-movie-hoop-dreams-1994,Roger Ebert,4.0,True,1994,0.053,0.821,0.126,0.9988,7651
Schindler's List,https://www.rogerebert.com/reviews/great-movie-schindlers-list-1993,Roger Ebert,4.0,True,1993,0.148,0.774,0.078,-0.9991,8041
Pulp Fiction,https://www.rogerebert.com/reviews/great-movie-pulp-fiction-1994,Roger Ebert,4.0,True,1994,0.092,0.812,0.097,0.3147,7833
Do the Right Thing,https://www.rogerebert.com/reviews/great-movie-do-the-right-thing-1989,Roger Ebert,4.0,True,1989,0.15,0.765,0.085,-0.9987,7406
The Maltese Falcon,https://www.rogerebert.com/reviews/great-movie-the-maltese-falcon-1941,Roger Ebert,4.0,True,1941,0.077,0.792,0.131,0.9983,7961
Fargo,https://www.rogerebert.com/reviews/great-movie-fargo-1996,Roger Ebert,4.0,True,1996,0.145,0.757,0.098,-0.9978,8053
My Life to Live,https://www.rogerebert.com/reviews/great-movie-vivre-sa-vie--my-life-to-live-1963,Roger Ebert,4.0,True,1963,0.066,0.87,0.064,-0.5579,7311
Manhattan,https://www.rogerebert.com/reviews/great-movie-manhattan-1979,Roger Ebert,4.0,True,1979,0.116,0.741,0.143,0.996,7917
The Apu Trilogy,https://www.rogerebert.com/reviews/great-movie-the-apu-trilogy-1959,Roger Ebert,4.0,True,1959,0.063,0.819,0.118,0.9977,7732
The Silence of the Lambs,https://www.rogerebert.com/reviews/great-movie-the-silence-of-the-lambs-1991,Roger Ebert,4.0,True,1991,0.11,0.767,0.124,0.9821,7939
The Conversation,https://www.rogerebert.com/reviews/great-movie-the-conversation-1974,Roger Ebert,4.0,True,1974,0.136,0.771,0.093,-0.9974,7491
This is Spinal Tap,https://www.rogerebert.com/reviews/great-movie-this-is-spinal-tap-1984,Roger Ebert,4.0,True,1984,0.062,0.773,0.165,0.9994,7641
Persona,https://www.rogerebert.com/reviews/great-movie-persona-1966,Roger Ebert,4.0,True,1966,0.08,0.827,0.093,0.9751,7284
A Christmas Story,https://www.rogerebert.com/reviews/great-movie-a-christmas-story-1983,Roger Ebert,4.0,True,1983,0.091,0.766,0.142,0.9977,6796
The Bank Dick,https://www.rogerebert.com/reviews/great-movie-the-bank-dick-1940,Roger Ebert,4.0,True,1940,0.109,0.76,0.131,0.9912,7694
Beat the Devil,https://www.rogerebert.com/reviews/great-movie-beat-the-devil-1954,Roger Ebert,4.0,True,1954,0.098,0.791,0.111,0.9123,7945
"Planes, Trains and Automobiles",https://www.rogerebert.com/reviews/great-movie-planes-trains-and-automobiles-1987,Roger Ebert,4.0,True,1987,0.09,0.767,0.143,0.998,7772
Network,https://www.rogerebert.com/reviews/great-movie-network-1976,Roger Ebert,4.0,True,1976,0.104,0.777,0.119,0.968,7810
L'Atalante,https://www.rogerebert.com/reviews/great-movie-latalante-1934,Roger Ebert,4.0,True,1934,0.093,0.785,0.122,0.995,7509
Ran,https://www.rogerebert.com/reviews/great-movie-ran-1985,Roger Ebert,4.0,True,1985,0.144,0.732,0.124,-0.9817,7961
Romeo and Juliet,https://www.rogerebert.com/reviews/great-movie-romeo-and-juliet-1968,Roger Ebert,4.0,True,1968,0.088,0.756,0.157,0.9991,8264
Shane,https://www.rogerebert.com/reviews/great-movie-shane-1953,Roger Ebert,4.0,True,1953,0.103,0.801,0.096,-0.9261,8003
Jaws,https://www.rogerebert.com/reviews/great-movie-jaws-1975,Roger Ebert,4.0,True,1975,0.066,0.851,0.082,0.982,7964
Nashville,https://www.rogerebert.com/reviews/great-movie-nashville-1975,Roger Ebert,4.0,True,1975,0.044,0.835,0.121,0.9988,7722
The Producers,https://www.rogerebert.com/reviews/great-movie-the-producers-1968,Roger Ebert,4.0,True,1968,0.093,0.811,0.097,0.9178,7800
Duck Soup,https://www.rogerebert.com/reviews/great-movie-duck-soup-1933,Roger Ebert,4.0,True,1933,0.074,0.809,0.117,0.9967,8219
The Discreet Charm of the Bourgeoisie,https://www.rogerebert.com/reviews/great-movie-the-discreet-charm-of-the-bourgeoisie-1972,Roger Ebert,4.0,True,1972,0.1,0.74,0.159,0.9985,7616
All About Eve,https://www.rogerebert.com/reviews/great-movie-all-about-eve-1950,Roger Ebert,4.0,True,1950,0.098,0.751,0.151,0.9981,7925
8 1/2,https://www.rogerebert.com/reviews/great-movie-8-12--eight-and-a-half-1963,Roger Ebert,4.0,True,1963,0.074,0.796,0.13,0.9986,8010
Orpheus,https://www.rogerebert.com/reviews/great-movie-orpheus-1949,Roger Ebert,4.0,True,1949,0.094,0.79,0.115,0.9865,7781
Raiders of the Lost Ark,https://www.rogerebert.com/reviews/great-movie-raiders-of-the-lost-ark-1981,Roger Ebert,4.0,True,1981,0.105,0.765,0.131,0.9922,7601
Un Chien Andalou,https://www.rogerebert.com/reviews/great-movie-un-chien-andalou-1928,Roger Ebert,4.0,True,1928,0.093,0.818,0.089,-0.7919,7848
The Seventh Seal,https://www.rogerebert.com/reviews/great-movie-the-seventh-seal-1957,Roger Ebert,4.0,True,1957,0.118,0.753,0.129,0.9346,7769
The Decalogue,https://www.rogerebert.com/reviews/great-movie-the-decalogue-1988,Roger Ebert,4.0,True,1988,0.098,0.827,0.075,-0.9872,7403
Grave of the Fireflies,https://www.rogerebert.com/reviews/great-movie-grave-of-the-fireflies-1988,Roger Ebert,4.0,True,1988,0.1,0.795,0.106,0.9394,7625
The Last Laugh,https://www.rogerebert.com/reviews/great-movie-the-last-laugh-1924,Roger Ebert,4.0,True,1924,0.06,0.793,0.147,0.9992,7734
Rear Window,https://www.rogerebert.com/reviews/great-movie-rear-window-1954,Roger Ebert,4.0,True,1954,0.11,0.748,0.142,0.9943,7530
Chinatown,https://www.rogerebert.com/reviews/great-movie-chinatown-1974,Roger Ebert,4.0,True,1974,0.112,0.758,0.13,0.9744,8252
Broken Blossoms,https://www.rogerebert.com/reviews/great-movie-broken-blossoms-1919,Roger Ebert,4.0,True,1919,0.109,0.753,0.138,0.9938,7151
Some Like It Hot,https://www.rogerebert.com/reviews/great-movie-some-like-it-hot-1959,Roger Ebert,4.0,True,1959,0.093,0.724,0.182,0.9994,7445
Beauty and the Beast,https://www.rogerebert.com/reviews/great-movie-beauty-and-the-beast-1946,Roger Ebert,4.0,True,1946,0.103,0.797,0.1,-0.7267,7848
Greed,https://www.rogerebert.com/reviews/great-movie-greed-1925,Roger Ebert,4.0,True,1925,0.099,0.781,0.12,0.9875,7432
Apocalypse Now,https://www.rogerebert.com/reviews/great-movie-apocalypse-now-1979,Roger Ebert,4.0,True,1979,0.101,0.762,0.137,0.9968,8513
McCabe and Mrs. Miller,https://www.rogerebert.com/reviews/great-movie-mccabe-and-mrs-miller-1971,Roger Ebert,4.0,True,1971,0.086,0.816,0.097,0.91,7450
House of Games,https://www.rogerebert.com/reviews/great-movie-house-of-games-1987,Roger Ebert,4.0,True,1987,0.057,0.836,0.106,0.9972,7583
The Shawshank Redemption,https://www.rogerebert.com/reviews/great-movie-the-shawshank-redemption-1994,Roger Ebert,4.0,True,1994,0.094,0.737,0.169,0.9991,7915
Grand Illusion,https://www.rogerebert.com/reviews/great-movie-grand-illusion-1937,Roger Ebert,4.0,True,1937,0.123,0.746,0.131,0.6684,8127
Dracula,https://www.rogerebert.com/reviews/great-movie-dracula-1931,Roger Ebert,4.0,True,1931,0.112,0.773,0.115,-0.1414,8640
Yellow Submarine,https://www.rogerebert.com/reviews/great-movie-yellow-submarine-1968,Roger Ebert,4.0,True,1968,0.038,0.821,0.141,0.9993,7141
Great Expectations,https://www.rogerebert.com/reviews/great-movie-great-expectations-1946,Roger Ebert,4.0,True,1946,0.06,0.789,0.151,0.9994,8189
The 400 Blows,https://www.rogerebert.com/reviews/great-movie-the-400-blows-1959,Roger Ebert,4.0,True,1959,0.1,0.771,0.129,0.9943,7643
Belle de Jour,https://www.rogerebert.com/reviews/great-movie-belle-de-jour-1967,Roger Ebert,4.0,True,1967,0.07,0.796,0.134,0.9984,7080
Dr. Strangelove,https://www.rogerebert.com/reviews/great-movie-dr-strangelove-1964,Roger Ebert,4.0,True,1964,0.109,0.791,0.1,-0.9724,7927
Star Wars,https://www.rogerebert.com/reviews/great-movie-star-wars-episode-iv-a-new-hope-1977,Roger Ebert,4.0,True,1977,0.075,0.786,0.14,0.9987,8783
Sunset Boulevard,https://www.rogerebert.com/reviews/great-movie-sunset-boulevard-1950,Roger Ebert,4.0,True,1950,0.067,0.784,0.149,0.9992,7706
My Dinner with Andre,https://www.rogerebert.com/reviews/great-movie-my-dinner-with-andre-1981,Roger Ebert,4.0,True,1981,0.06,0.817,0.123,0.9983,7842
Last Year at Marienbad,https://www.rogerebert.com/reviews/great-movie-last-year-at-marienbad-1961,Roger Ebert,4.0,True,1961,0.059,0.806,0.135,0.9988,7597
Peeping Tom,https://www.rogerebert.com/reviews/great-movie-peeping-tom-1960,Roger Ebert,4.0,True,1960,0.099,0.798,0.103,0.923,7517
The Bridge on the River Kwai,https://www.rogerebert.com/reviews/great-movie-the-bridge-on-the-river-kwai-1957,Roger Ebert,4.0,True,1957,0.104,0.775,0.121,0.9858,7765
"Aguirre, the Wrath of God",https://www.rogerebert.com/reviews/great-movie-aguirre-the-wrath-of-god-1972,Roger Ebert,4.0,True,1972,0.114,0.787,0.099,-0.9864,7622
On the Waterfront,https://www.rogerebert.com/reviews/great-movie-on-the-waterfront-1954,Roger Ebert,4.0,True,1954,0.066,0.823,0.111,0.9974,7759
The Bicycle Thief,https://www.rogerebert.com/reviews/great-movie-the-bicycle-thief--bicycle-thieves-1949,Roger Ebert,4.0,True,1949,0.107,0.758,0.135,0.9929,8118
Saturday Night Fever,https://www.rogerebert.com/reviews/great-movie-saturday-night-fever-1977,Roger Ebert,4.0,True,1977,0.077,0.796,0.127,0.9974,7854
Singin' in the Rain,https://www.rogerebert.com/reviews/great-movie-singin-in-the-rain-1952,Roger Ebert,4.0,True,1952,0.042,0.78,0.178,0.9997,7910
Goldfinger,https://www.rogerebert.com/reviews/great-movie-goldfinger-1964,Roger Ebert,4.0,True,1964,0.111,0.763,0.126,0.9666,8006
The Music Room,https://www.rogerebert.com/reviews/great-movie-the-music-room-1958,Roger Ebert,4.0,True,1958,0.076,0.805,0.118,0.9974,7900
Bride of Frankenstein,https://www.rogerebert.com/reviews/great-movie-bride-of-frankenstein,Roger Ebert,4.0,True,frankenstein,0.087,0.747,0.166,0.9991,8269
It's a Wonderful Life,https://www.rogerebert.com/reviews/great-movie-its-a-wonderful-life-1946,Roger Ebert,4.0,True,1946,0.057,0.784,0.159,0.9993,7163
Double Indemnity,https://www.rogerebert.com/reviews/great-movie-double-indemnity-1944,Roger Ebert,4.0,True,1944,0.135,0.759,0.106,-0.9939,8173
Psycho,https://www.rogerebert.com/reviews/great-movie-psycho-1960,Roger Ebert,4.0,True,1960,0.146,0.758,0.096,-0.9983,8364
Pinocchio,https://www.rogerebert.com/reviews/great-movie-pinocchio-1940,Roger Ebert,4.0,True,1940,0.066,0.801,0.133,0.9987,8235
Blow-Up,https://www.rogerebert.com/reviews/great-movie-blow-up-1966,Roger Ebert,4.0,True,1966,0.094,0.814,0.092,-0.782,7311
The Up Documentaries,https://www.rogerebert.com/reviews/great-movie-the-up-documentaries-1985,Roger Ebert,4.0,True,1985,0.053,0.823,0.123,0.9991,9035
Trouble in Paradise,https://www.rogerebert.com/reviews/great-movie-trouble-in-paradise-1932,Roger Ebert,4.0,True,1932,0.073,0.737,0.19,0.9996,7979
Touch of Evil,https://www.rogerebert.com/reviews/great-movie-touch-of-evil-1958,Roger Ebert,4.0,True,1958,0.11,0.808,0.083,-0.9938,8533
Nights of Cabiria,https://www.rogerebert.com/reviews/great-movie-nights-of-cabiria-1957,Roger Ebert,4.0,True,1957,0.067,0.793,0.14,0.999,7603
Bonnie and Clyde,https://www.rogerebert.com/reviews/great-movie-bonnie-and-clyde-1967,Roger Ebert,4.0,True,1967,0.094,0.781,0.125,0.9939,7832
Picnic at Hanging Rock,https://www.rogerebert.com/reviews/great-movie-picnic-at-hanging-rock-1975,Roger Ebert,4.0,True,1975,0.102,0.815,0.083,-0.9825,7887
The Battleship Potemkin,https://www.rogerebert.com/reviews/great-movie-the-battleship-potemkin-1925,Roger Ebert,4.0,True,1925,0.115,0.791,0.094,-0.9776,8295
Yankee Doodle Dandy,https://www.rogerebert.com/reviews/great-movie-yankee-doodle-dandy-1942,Roger Ebert,4.0,True,1942,0.086,0.812,0.102,0.9739,7859
Gone With the Wind,https://www.rogerebert.com/reviews/great-movie-gone-with-the-wind-1939,Roger Ebert,4.0,True,1939,0.062,0.789,0.149,0.9993,7936
Detour,https://www.rogerebert.com/reviews/great-movie-detour-1945,Roger Ebert,4.0,True,1945,0.138,0.777,0.085,-0.9978,7525
Citizen Kane,https://www.rogerebert.com/reviews/great-movie-citizen-kane-1941,Roger Ebert,4.0,True,1941,0.037,0.851,0.113,0.9988,7927
Raging Bull,https://www.rogerebert.com/reviews/great-movie-raging-bull-1980,Roger Ebert,4.0,True,1980,0.155,0.758,0.087,-0.9986,7550
Pandora's Box,https://www.rogerebert.com/reviews/great-movie-pandoras-box-1928,Roger Ebert,4.0,True,1928,0.08,0.78,0.139,0.9985,7524
Wings of Desire,https://www.rogerebert.com/reviews/great-movie-wings-of-desire-1988,Roger Ebert,4.0,True,1988,0.075,0.827,0.098,0.9921,7701
